score_rand_1,key_resp_0.keys,key_resp_0.rt,key_resp_before.keys,key_resp_before.rt,time_instructions,training_resp.keys,training_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,participant,group,sitzung,geschlecht*,date,expName,psychopyVersion,OS,frameRate,training_resp_2.keys,training_resp_2.corr,training_resp_2.rt,repeat_training_loop.thisRepN,repeat_training_loop.thisTrialN,repeat_training_loop.thisN,repeat_training_loop.thisIndex,repeat_training_loop.ran,key_resp_break_1.keys,key_resp_break_1.rt,time_trial,key_resp_cue1.keys,key_resp_cue1.rt,key_pause.keys,key_resp_cue2.keys,resp1.keys,resp1.corr,resp1.rt,resp2.keys,resp2.corr,resp2.rt,resp3.keys,resp3.corr,resp3.rt,resp_total_value,resp_total_time,on_time,too_early,resp_total_corr,did_get_here,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,cue1,color1expl,cue2,color2expl,conditions,trial_type,congruent,corrAns1,corrAns2,corrAns3,corrAnsR,numbers_seq,numbers_pr,file_number,Jitter_Fix,Jitter_ICI,img_fix_1,img_fix_2,key_resp_cue2.rt,filler_press,key_pause.rt,bonus
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,1947.788,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,168,168,168,1,cues/lightblue.png,lightblue,cues/lightblue.png,lightblue,spec,experimental,1,3,3,1,1,3 - 3 - 1,4,5,2,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,1955.805,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,169,169,169,1,cues/grey.png,grey,cues/yellow.png,yellow,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,5,2.5,2,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,1963.822,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,170,170,170,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,18,5,5.5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,1978.838,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,171,171,171,1,cues/white.png,white,cues/orange.png,orange,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,5,6,2,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,1990.355,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,172,172,172,1,cues/black.png,black,cues/yellow.png,yellow,general,experimental,1,1,3,1,1,1 - 3 - 1,16,5,4,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2002.871,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,173,173,173,1,cues/black.png,black,cues/green.png,green,general,experimental,1,2,4,2,1,2 - 4 - 2,14,5,2,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2011.871,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,174,174,174,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,21,5,4,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2021.886,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,175,175,175,1,cues/green.png,green,cues/yellow.png,yellow,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,5,5,5.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2035.904,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,176,176,176,1,cues/orange.png,orange,cues/orange.png,orange,spec,experimental,1,3,1,3,1,3 - 1 - 3,9,5,5.5,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2049.421,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,177,177,177,1,cues/black.png,black,cues/blue.png,blue,general,experimental,1,4,4,2,1,4 - 4 - 2,13,5,5.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2060.936,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,178,178,178,1,cues/green.png,green,cues/green.png,green,spec,experimental,1,2,4,2,1,2 - 4 - 2,6,5,4,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2070.454,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,179,179,179,1,cues/lightblue.png,lightblue,cues/blue.png,blue,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,5,5.5,3,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2082.47,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,180,180,180,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,28,5,3,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2093.487,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,181,181,181,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,26,5,5,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2105.003,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,182,182,182,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,25,5,4.5,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2116.019,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,183,183,183,1,cues/black.png,black,cues/red.png,red,general,experimental,1,4,2,4,1,4 - 2 - 4,15,5,4.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2129.538,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,184,184,184,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,20,5,4.5,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2142.052,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,185,185,185,1,cues/pink.png,pink,cues/pink.png,pink,spec,experimental,1,1,1,3,1,1 - 1 - 3,2,5,2.5,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2153.067,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,186,186,186,1,cues/purple.png,purple,cues/purple.png,purple,spec,experimental,1,2,2,4,1,2 - 2 - 4,3,5,3.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2162.086,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,187,187,187,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,19,5,4,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2175.602,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,188,188,188,1,cues/yellow.png,yellow,cues/yellow.png,yellow,spec,experimental,1,1,3,1,1,1 - 3 - 1,8,5,3,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2188.118,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,189,189,189,1,cues/black.png,black,cues/orange.png,orange,general,experimental,1,3,1,3,1,3 - 1 - 3,17,5,6,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2203.134,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,190,190,190,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,27,6,5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2217.651,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,191,191,191,1,cues/pink.png,pink,cues/pink.png,pink,spec,experimental,1,1,1,3,1,1 - 1 - 3,2,6,4.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2231.168,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,192,192,192,1,cues/black.png,black,cues/purple.png,purple,general,experimental,1,2,2,4,1,2 - 2 - 4,11,6,3,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2242.183,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,193,193,193,1,cues/black.png,black,cues/orange.png,orange,general,experimental,1,3,1,3,1,3 - 1 - 3,17,6,6,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2257.2,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,194,194,194,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,28,6,3.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2268.217,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,195,195,195,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,25,6,4.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2278.733,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,196,196,196,1,cues/orange.png,orange,cues/orange.png,orange,spec,experimental,1,3,1,3,1,3 - 1 - 3,9,6,3.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2287.75,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,197,197,197,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,18,6,4,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2300.266,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,198,198,198,1,cues/pink.png,pink,cues/yellow.png,yellow,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,6,4,5.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2313.283,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,199,199,199,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,23,6,3.5,6,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2326.299,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,200,200,200,1,cues/grey.png,grey,cues/blue.png,blue,rule,experimental,1,4,4,2,1,4 - 4 - 2,21,6,5.5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2339.316,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,201,201,201,1,cues/black.png,black,cues/pink.png,pink,general,experimental,1,1,1,3,1,1 - 1 - 3,10,6,5.5,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2351.315,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,202,202,202,1,cues/blue.png,blue,cues/blue.png,blue,spec,experimental,1,4,4,2,1,4 - 4 - 2,5,6,3,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2362.832,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,203,203,203,1,cues/green.png,green,cues/green.png,green,spec,experimental,1,2,4,2,1,2 - 4 - 2,6,6,6,5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2377.348,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,204,204,204,1,cues/grey.png,grey,cues/orange.png,orange,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,4,4,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2388.864,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,205,205,205,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,31,6,3,4.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2399.881,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,206,206,206,1,cues/black.png,black,cues/green.png,green,general,experimental,1,2,4,2,1,2 - 4 - 2,14,6,3,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2409.398,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,207,207,207,1,cues/red.png,red,cues/red.png,red,spec,experimental,1,4,2,4,1,4 - 2 - 4,7,6,3.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2421.914,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,208,208,208,1,cues/black.png,black,cues/red.png,red,general,experimental,1,4,2,4,1,4 - 2 - 4,15,6,5,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2434.431,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,209,209,209,1,cues/black.png,black,cues/yellow.png,yellow,general,experimental,1,1,3,1,1,1 - 3 - 1,16,6,2.5,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2445.947,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,210,210,210,1,cues/grey.png,grey,cues/yellow.png,yellow,fill_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,3,4,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2456.464,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,211,211,211,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,33,6,6,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2468.48,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,212,212,212,1,cues/grey.png,grey,cues/purple.png,purple,rule,experimental,1,2,2,4,1,2 - 2 - 4,19,6,5,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2754.387,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,213,213,213,1,cues/black.png,black,cues/lightblue.png,lightblue,general,experimental,1,3,3,1,1,3 - 3 - 1,12,6,4.5,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2764.403,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,214,214,214,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,32,6,4.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2774.92,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,215,215,215,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,24,6,4,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2785.936,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,216,216,216,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,26,6,3,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2797.953,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,217,217,217,1,cues/white.png,white,cues/red.png,red,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,4,3,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2808.47,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,218,218,218,1,cues/yellow.png,yellow,cues/yellow.png,yellow,spec,experimental,1,1,3,1,1,1 - 3 - 1,8,6,3,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2818.985,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,219,219,219,1,cues/blue.png,blue,cues/lightblue.png,lightblue,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,6,6,2,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2830.505,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,220,220,220,1,cues/lightblue.png,lightblue,cues/lightblue.png,lightblue,spec,experimental,1,3,3,1,1,3 - 3 - 1,4,6,2,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2840.02,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,221,221,221,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,22,6,2,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2848.036,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,222,222,222,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,30,6,5.5,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2860.553,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,223,223,223,1,cues/white.png,white,cues/red.png,red,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,5.5,4.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2874.069,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,224,224,224,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,20,6,2,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2881.569,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,225,225,225,1,cues/black.png,black,cues/blue.png,blue,general,experimental,1,4,4,2,1,4 - 4 - 2,13,6,4,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2891.585,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,226,226,226,1,cues/purple.png,purple,cues/purple.png,purple,spec,experimental,1,2,2,4,1,2 - 2 - 4,3,6,2,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2900.102,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,227,227,227,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,29,6,6,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
